Node Number,Node Type,Node Name,Intent,Entity Type,Entity,NLU Disabled?,Next Nodes,Message,Rich Asset Type,Rich Asset Content,Answer Required?,Behaviors,Command,Description,Output,Node Input,Parameter Input,Decision Variable,What Next?,Node Tags,Skill Tag,Variable,Platform Flag,Flows,CSS Classname
4421,A,GetStolenItemsEvents - Items stolen data,,,,,,,,,,,GetStolenItemsEvents,,success,,"{
  ""event_mapping"": {
        ""form"": {
            ""stolenItem"": ""STOLEN_ITEM""
        }
  },
  ""form_id"": ""FORM_ID""
}",success,true~4423|error~99990,,,"STOLEN_ITEM,DESCRIPTION,QUANTITY,CONDITION,AGE,COST,FORM_ID",,,
4423,A,ParseStolenItemsList,,,,,,,,,,,ParseStolenItemsList,"This action node will iterate through the ""STOLEN_ITEMS_LIST"" global variable and assign the values as global vars. Here's an example of what the STOLEN_ITEMS_LIST could look like (1 item in this list; could be multiple tho)

[{'description': 'samsung 5', 'quantity': '2', 'condition': 'Above Average', 'age': '54', 'cost': '$123.00', 'uploadFile': 'No'}]

If 'uploadFile' is 'Yes', let's route them to the upload file node",success,,,success,true~44231|error~44230,,,"STOLEN_ITEM,DESCRIPTION,QUANTITY,CONDITION,AGE,COST,UPLOAD_FILE,FORM_ID,PHOTO_URL,ITEM_ID,STOLEN_ITEMS_LIST_FINAL",,,
44230,D,ParseStolenItemsList →  Error Message,,,,,,"Sorry, I encountered a technical issue while adding your stolen item. Please re-enter the information.",button,<<fal fa-arrow-alt-circle-right>>  Continue~442,1,disable_input,,,,,,,,,,,,,
44231,A,FinalStolenItemsList,,,,,,,,,,,FinalStolenItemsList,"We need to have a new global variable called ""STOLEN_ITEMS_LIST_FINAL"" that saves the final list of stolen items.

When the user goes back to the form, the global variable ""STOLEN_ITEMS_LIST"" is reset (due to JS events stuff). As such, we store the ""STOLEN_ITEMS_LIST"" into the new list ""STOLEN_ITEMS_LIST"" so we don't miss any info when ""STOLEN_ITEMS_LIST"" is reset.",success,,,success,true~4424|upload_image~443|error~99990,,,"STOLEN_ITEM,UPLOAD_FILE,ITEM_ID,STOLEN_ITEMS_LIST_FINAL",,,
4424,A,StolenItemsSummary,,,,,,,,,,,StolenItemsSummary,,success,,,success,true~44240|error~99990,,,"STOLEN_ITEM,STOLEN_ITEMS_SUMMARY,STOLEN_ITEMS_LIST_FINAL",,,
44240,A,PostToItemizationTable,,,,,,,,,,,PostToItemizationTable,Posts to BQ Table if user has opened the link provided from Verisk,success,,,success,true~44241|error~99990,,,"SESSION_ID,POLICY_NUMBER,SAVE_NODE,VERISK_LINK,FIRSTNAME,LASTNAME,SAVE_NODE,EMAIL,CLAIM_NUMBER,POLICYADDRSTATE,POLICYADDRCITY,POLICYADDRPOSTAL,POLICYADDR1,POLICYADDR2,STOLEN_ITEMS_LIST,PHOTO_URL_LIST,EMAIL,STOLEN_ITEMS_LIST_FINAL,REMARKS_NOTE,POLICE_REPORT,POLICE_DEPARTMENT,CASE_NUMBER,PROPERTY_OWNER,BUSINESS_PURPOSE,INVESTIGATION_PASSED,STOLEN_ITEMS_SUMMARY,STOLEN_ITEM",,,
44241,A,VarCheck - EDIT_MODE,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~44251|false~4425|error~99990,,,EDIT_MODE,,,
4425,A,VariableReset - EDIT_MODE (Item's been added),,,,,,,,,,,VariableReset,,success,,,success,true~44250|error~99990,,,EDIT_MODE,,,
44250,D,Items Stolen Summary - Item has been added,,,,,,"Thanks, your **{DESCRIPTION}** has been added!

Would you like to add another item?",button,"<<fal fa-plus-circle>> Add another item~4412|
<<far fa-arrow-alt-circle-right>> No, continue~444",1,disable_input,,,,,,,,,,,,,
44251,A,VariableReset - EDIT_MODE (Item was updated),,,,,,,,,,,VariableReset,,success,,,success,true~44252|error~99990,,,EDIT_MODE,,,
44252,D,Items Stolen Summary - Item has been edited,,,,,,"Thank you, your **{DESCRIPTION}** has been updated!

Would you like to add or edit another item?",button,"<<fal fa-plus-circle>> Add another item~4412|
<<far fa-pen-square>> Edit item~4426|
<<far fa-arrow-alt-circle-right>> No, continue~444",1,disable_input,,,,,,,,,,,,,
4426,A,StolenItemsListpicker,,,,,,,,,,,StolenItemsListpicker,Generates a dynamic listpicker of the stolen items based on what the user selected,"success,listpicker",,,success,true~4427|error~99990,,,STOLEN_ITEMS_LIST_FINAL,,,
4427,D,Display Stolen Items in LP,,,,1,4428,Which item would you like to edit?,selection,{4426*listpicker},1,disable_input,,,,,,,,,,SELECTED_ENCODED_B64_STOLEN_ITEM,,,
4428,A,ProcessSelectedLPValue2,,,,,,,,,,,ProcessSelectedLPValue2,Processes the selected value from a dynamically generated image listpicker.,success,,"{""global_var_name"":""SELECTED_ENCODED_B64_STOLEN_ITEM""}",success,true~44281|go_back~444|error~99990,,,SELECTED_ENCODED_B64_STOLEN_ITEM,,,
44281,A,AssignVariable - EDIT_MODE,,,,,,,,,,,AssignVariable,"Description:
Sets the values for any number of global variables - can be to either hardcoded values or the values of other global variables.

Input:
Destination global variables (that we want to assign values to, defined in param input)
Values to assign (can be either an ""origin"" global variable, i.e. variable to take the value from, or a hardcoded value)

Output Values:
Newly assigned global variables",success,,"{
  ""set"": {
    ""EDIT_MODE"": ""true""
  }
}",success,true~4413|error~99990,,,EDIT_MODE,,,
4429,D,Email,,,,1,44291,What **email** should we send the claim confirmation to?,,,1,,,,,,,,,,,EMAIL,,,
44291,A,ValidateEmail,,,,,,,,,,,ValidateEmail,,valid,,"{""global_vars"":""EMAIL""}",valid,true~44293|false~44292|error~99990,,,EMAIL,,,
44292,D,Email validation failed,,,,,,It doesn't look like that's a valid **email address**. Would you like to try again?,button,<<far fa-undo>> Try again~4429,1,disable_input,,,,,,,,,,,,,
44293,A,SendItemizationEmail,,,,,,,,,,,SendItemizationEmail,"Sends a formatted email to Travelers with details of each item stolen (ex. description, cost, etc.).

This action node also sends images as attachments",success,,,success,true~4434|error~99990,,,"STOLEN_ITEMS_LIST,CLAIM_NUMBER,PHOTO_URL_LIST,EMAIL,STOLEN_ITEMS_LIST_FINAL,REMARKS_NOTE,POLICE_REPORT,POLICE_DEPARTMENT,CASE_NUMBER,PROPERTY_OWNER,BUSINESS_PURPOSE,INVESTIGATION_PASSED,VERISK_LINK",,,
443,D,Uploading files,,,,1,4431,"Please upload your supporting documents and images here.

*You can upload purchase receipts, bank/credit card statements, owners manuals, product registration, or photos of the item, etc.*",file_upload,"{""type"": ""action_node"",""upload_label"":""Upload Image"",""cancel_label"":""Skip"",""action_script"": ""UploadImageGCS""}",1,disable_input,,,,,,,,,,,,,
4431,A,UploadImageGCS,,,,,,,,,,,UploadImageGCS,"Uploads the image to Google Cloud Storage and returns a url.

If the user selected the ""cancel"" option, then goes to success=cancel.
Returns the full URL of the image as the global var in ""image_url_var"".
Returns the image URL stripped of ""https://"" as the global var in ""rich_asset_url_var"", so that it could be used to re-display.

Note: for this action node to work, you need to have a gcs_client_secret.py file uploaded to your action nodes folder, and reference it in the solution's app.py config file.",success,file_info:443,"{""image_url_var"": ""PHOTO"",
 ""rich_asset_url_var"": ""PHOTO_URL""}",success,true~4432|cancel~4433|false~99990|error~99990,,,"PHOTO_URL,PHOTO",,,
4432,A,AppendPhotoToList,,,,,,,,,,,AppendPhotoToList,"This action node will retrieve the PHOTO_URL global variable and save it within a list. We want to save the photos into a list called ""PHOTO_URL_LIST"" so we can use it in the SendItemizationEmail action node. We're gonna use the list of image URLs and send them as attachments to Travelers.",success,,,success,true~44321|error~99990,,,"PHOTO_URL_LIST,PHOTO_URL",,,
44321,A,PostToItemizationTable,,,,,,,,,,,PostToItemizationTable,Posts to BQ Table if user has opened the link provided from Verisk,success,,,success,true~4434|error~99990,,,"SESSION_ID,POLICY_NUMBER,SAVE_NODE,VERISK_LINK,FIRSTNAME,LASTNAME,SAVE_NODE,EMAIL,CLAIM_NUMBER,POLICYADDRSTATE,POLICYADDRCITY,POLICYADDRPOSTAL,POLICYADDR1,POLICYADDR2,STOLEN_ITEMS_LIST,PHOTO_URL_LIST,EMAIL,STOLEN_ITEMS_LIST_FINAL,REMARKS_NOTE,POLICE_REPORT,POLICE_DEPARTMENT,CASE_NUMBER,PROPERTY_OWNER,BUSINESS_PURPOSE,INVESTIGATION_PASSED,STOLEN_ITEMS_SUMMARY,STOLEN_ITEM",,,
4433,D,Uploading files - Cancel,,,,,,"No problem, your item has been added without any additional pictures or files. 

Would you like to add another item?",button,"<<fal fa-plus-circle>> Add item~4412|
<<far fa-arrow-alt-circle-right>> No, continue~444",1,disable_input,,,,,,,,,,,,,
4434,D,Uploading files - Success,,,,,,"Thanks, your image has been attached to the item.

Would you like to add another image or item?",button,"<<fal fa-plus-circle>> Add another item~4412|
<<far fa-camera>> Add another image~443|
<<far fa-arrow-alt-circle-right>> No, continue~444",1,disable_input,,,,,,,,,,,,,
444,A,ParseStolenItemsList,,,,,,,,,,,ParseStolenItemsList,"This action node will iterate through the ""STOLEN_ITEMS_LIST"" global variable and assign the values as global vars. Here's an example of what the STOLEN_ITEMS_LIST could look like (1 item in this list; could be multiple tho)

[{'description': 'samsung 5', 'quantity': '2', 'condition': 'Above Average', 'age': '54', 'cost': '$123.00', 'uploadFile': 'No'}]

If 'uploadFile' is 'Yes', let's route them to the upload file node",success,,,success,true~4441|error~99990,,,"STOLEN_ITEM,DESCRIPTION,QUANTITY,CONDITION,AGE,COST,UPLOAD_FILE,FORM_ID,PHOTO_URL,ITEM_ID,STOLEN_ITEMS_LIST_FINAL",,,
4441,A,FinalStolenItemsList,,,,,,,,,,,FinalStolenItemsList,"We need to have a new global variable called ""STOLEN_ITEMS_LIST_FINAL"" that saves the final list of stolen items.

When the user goes back to the form, the global variable ""STOLEN_ITEMS_LIST"" is reset (due to JS events stuff). As such, we store the ""STOLEN_ITEMS_LIST"" into the new list ""STOLEN_ITEMS_LIST"" so we don't miss any info when ""STOLEN_ITEMS_LIST"" is reset.

Keep the ""upload_image"" what's next to 4442. This is by design.",success,,,success,true~4442|upload_image~4442|error~99990,,,"STOLEN_ITEM,UPLOAD_FILE,ITEM_ID,STOLEN_ITEMS_LIST_FINAL",,,
4442,A,StolenItemsSummary,,,,,,,,,,,StolenItemsSummary,,success,,,success,true~4443|error~99990,,,"STOLEN_ITEMS_LIST,STOLEN_ITEMS_SUMMARY,STOLEN_ITEMS_LIST_FINAL",,,
4443,D,Display stolen items summary,,,,,,"Please review the summary of the item(s) you've added:


{STOLEN_ITEMS_SUMMARY}",button,"<<far fa-check>> Submit~445|
<<far fa-pen-square>> Edit item~4426|
<<fal fa-plus-circle>> Add item~4412",1,disable_input,,,,,,,,,,,,,
44421,D,Next Steps Language,,,,,,"Thank you, we've received your information. Your Claim professional will reach out to you shortly with next steps.",button,<<far fa-check>> Submit~445,1,disable_input,,,,,,,,,,,,,
445,A,"PostEventToBQ → Phase 3 End Time

✓",,,,,,,,,,,PostEventToBQ,Phase 3 & Itemization End,success,,"{
    ""table_id"": ""travelers_data_2.metric_data_2"",
    ""columns"": {
        ""event"": ""Phase 3 End"",
        ""session_id"": ""{SESSION_ID}""
    }
}",success,true~4450|error~99990,,,SESSION_ID,,,
4450,A,"PostEventToBQ → Itemization Complete

(Reporting Purposes)

✓",,,,,,,,,,,PostEventToBQ,Posts to metric_data_2 for reporting,success,,"{
    ""table_id"": ""travelers_data_2.metric_data_2"",
    ""columns"": {
        ""event"": ""Itemization Complete"",
        ""session_id"": ""{SESSION_ID}""
    }
}",success,true~4451|error~99990,,,SESSION_ID,,,
4451,A,"PostToBQTableItemizationComplete → Itemization Complete

✓",,,,,,,,,,,PostToBQTableItemizationComplete,"Posts to BQ after the user has successfully filed a claim and completed the webview. We're posting to BQ so that if the user tries to come back to the solution we're gonna be like ""nah nah you already did this sorry"" (see action node CheckBQUserData)",success,,,success,true~4452|error~99990,,,"POLICY_NUMBER,PHONE_NUMBER,SESSION_ID,LASTURL,USER_PLATFORM,CLAIM_NUMBER,IS_TRAINING_BOOLEAN,ORIGINATOR,CLAIM_FILER",,,
4452,A,CheckEnv → Sandbox vs. Live,,,,,,,,,,,CheckEnv,"Checks if we're in sandbox or live

If we're in sandbox, we'll ask for the the user's email address which we'll pass to the SendItemizationEmail action node.

If we're in live, we'll skip that portion and send the email directly to Travelers' inbox. - Lucas (10/11/23)",success,,,success,sandbox~4453|live~446|error~99990,,,,,,
4453,D,Ask for email address (itemization email),,,,1,4454,"*This message will only appear in sandbox for testing* 

Where would you like the itemization email sent?",,,1,,,,,,,,,,,EMAIL,,,
4454,A,ValidateEmail,,,,,,,,,,,ValidateEmail,,valid,,"{""global_vars"":""EMAIL""}",valid,true~446|false~4455|error~99990,,,EMAIL,,,
4455,D,Email validation failed,,,,,,It doesn't look like that's a valid **email address**. Would you like to try again?,button,<<far fa-undo>> Try again~4453,1,disable_input,,,,,,,,,,,,,
446,A,SendItemizationEmail25MB,,,,,,,,,,,SendItemizationEmail25MB,"Sends a formatted email to Travelers with details of each item stolen (ex. description, cost, etc.).

This action node also sends images as attachments to the alias PropSTP@travelers.com 

2/20/24 Update

- The action node was originally called SendItemizationEmail. It has been updated to SendItemizationEmail25MB (CXD-1780). We were encountering an issue where the action node wouldn't properly fire if the attachments were larger than 25MB.

We are now capping the attachments at 25MB while letting Travelers know (in the email body) that there are more than 25MB worth of attachments.",success,,,success,true~448|false~448|error~99990,,,"STOLEN_ITEMS_LIST,CLAIM_NUMBER,PHOTO_URL_LIST,EMAIL,STOLEN_ITEMS_LIST_FINAL,REMARKS_NOTE,POLICE_REPORT,POLICE_DEPARTMENT,CASE_NUMBER,PROPERTY_OWNER,BUSINESS_PURPOSE,INVESTIGATION_PASSED,VERISK_LINK",,,
447,A,"CheckPolicyType

[Q1 vs. Q2]",,,,,,,,,,,CheckPolicyType,"Checks to see if the user has a QTM or Q2 policy type.

If the user is QTM (Quantum 1), we'll show them a different message post submission. Only QTM users will be allowed to Phase 4 so the verbiage will contain additional info.",success,,,success,"qtm~448|
quantum_2~448|
error~99990",,,QUANTUM_POLICY,,,
4471,D,"Post Submit Language

[Phase 3 → Phase 4]",,,,,666,"Thank you, we've receieved your information. You'll receive a text once your Claim Professional has reviewed your stolen items.",,,,,,,,,,,,,,,,,
448,D,"Post Submit Language

[★ Phase 3 complete ★]",,,,,666,"Thank you, we've received your information. You'll receive a text once your Claim professional has reviewed your stolen items.",,,,,,,,,,,,,,,,,
5,D,Alabama →  (Generic),,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
51,D,Fraud Language → Alaska,,,,,,"A person who knowingly and with intent to injure, defraud, or deceive an insurance company files a claim containing false, incomplete, or misleading information may be prosecuted under state law.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
511,D,Fraud Language → Arizona,,,,,,Any person who knowingly presents a false or fraudulent claim for payment of a loss is subject to criminal and civil penalties.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5111,D,Arkansas,,,,,,Any person who knowingly presents a false or fraudulent claim for payment of a loss or benefit or knowingly presents false information in an application for insurance is guilty of a crime and may be subject to fines and confinement in prison.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5112,D,California,,,,,,Any person who knowingly presents a false or fraudulent claim for the payment of a loss is guilty of a crime and may be subject to fines and confinement in state prison.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5113,D,Colorado,,,,,,"It is unlawful to knowingly provide false, incomplete, or misleading facts or information to an insurance company for the purpose of defrauding or attempting to defraud the company. Penalties may include imprisonment, fines, denial of insurance, and civil damages. Any insurance company or agent of an insurance company who knowingly provides false, incomplete, or misleading facts or information to a policyholder or claimant for the purpose of defrauding or attempting to defraud the policyholder or claimant with regard to a settlement or award payable from insurance proceeds shall be reported to the Colorado division of insurance within the department of regulatory agencies.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5114,D,Connecticut →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5115,D,Delaware,,,,,,"Any person who knowingly, and with intent to injure, defraud or deceive any insurer, files a statement of claim containing any false, incomplete or misleading information is guilty of a felony.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5116,D,District of Columbia,,,,,,"WARNING: It is a crime to provide false or misleading information to an insurer for the purpose of defrauding the insurer or any other person. Penalties include imprisonment and/or fines. In addition, an insurer may deny insurance benefits if false information materially related to a claim was provided by the applicant.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5117,D,Florida,,,,,,"Any person who knowingly and with intent to injure, defraud, or deceive any insurer files a statement of claim or an application containing any false, incomplete, or misleading information is guilty of a felony of the third degree.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5118,D,Georgia →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5119,D,Hawaii →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
512,D,Idaho,,,,,,"Any person who knowingly, and with intent to defraud or deceive any insurance company, files a statement of claim containing any false, incomplete, or misleading information is guilty of a felony.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5121,D,Illinois →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5122,D,Indiana,,,,,,"A person who knowingly and with intent to defraud an insurer files a statement of claim containing any false, incomplete, or misleading information commits a felony.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5123,D,Iowa →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5124,D,Kansas →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5125,D,Kentucky,,,,,,"Any person who knowingly and with intent to defraud any insurance company or other person files a statement of claim containing any materially false information or conceals, for the purpose of misleading, information concerning any fact material thereto commits a fraudulent insurance act, which is a crime.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5126,D,Louisiana,,,,,,Any person who knowingly presents a false or fraudulent claim for payment of a loss or benefit or knowingly presents false information in an application for insurance is guilty of a crime and may be subject to fines and confinement in prison.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5127,D,Maine,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties may include imprisonment, fines or a denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5128,D,Maryland,,,,,,Any person who knowingly or willfully presents a false or fraudulent claim for payment of a loss or benefit or who knowingly or willfully presents false information in an application for insurance is guilty of a crime and may be subject to fines and confinement in prison.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5129,D,Massachusetts →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
513,D,Michigan →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5131,D,Minnesota,,,,,,A person who files a claim with intent to defraud or helps commit a fraud against an insurer is guilty of a crime.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5132,D,Mississippi →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5133,D,Missouri →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5134,D,Montana →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5135,D,Nebraska →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5136,D,Nevada →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5137,D,New Hampshire,,,,,,"Any person who, with a purpose to injure, defraud or deceive any insurance company, files a statement of claim containing any false, incomplete or misleading information is subject to prosecution and punishment for insurance fraud, as provided in RSA 638:20.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5138,D,New Jersey,,,,,,Any person who knowingly files a statement of claim containing any false or misleading information is subject to criminal and civil penalties.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5139,D,New Mexico,,,,,,Any person who knowingly presents a false or fraudulent claim for payment of a loss or benefit or knowingly presents false information in an application for insurance is guilty of a crime and may be subject to civil fines and criminal penalties.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
514,D,New York,,,,,,"Any person who knowingly and with intent to defraud any insurance company or other person files an application for insurance or statement of claim containing any materially false information, or conceals for the purpose of misleading, information concerning any fact material thereto, commits a fraudulent insurance act, which is a crime, and shall also be subject to a civil penalty not to exceed five thousand dollars and the stated value of the claim for each such violation.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5141,D,North Carolina →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5142,D,North Dakota →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5143,D,Ohio,,,,,,"Any person who, with intent to defraud or knowing that he is facilitating a fraud against an insurer, submits an application or files a claim containing a false or deceptive statement is guilty of insurance fraud.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5144,D,Oklahoma,,,,,,"Warning: Any person who knowingly, and with intent to injure, defraud or deceive any insurer, makes any claim for the proceeds of an insurance policy containing any false, incomplete or misleading information is guilty of a felony.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5145,D,Oregon,,,,,,Any person who knowingly presents a false or fraudulent claim for payment of a loss or benefit or knowingly presents false information in an application for insurance is guilty of a crime and may be subject to fines and confinement in prison.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5146,D,Pennsylvania,,,,,,"Any person who knowingly and with intent to defraud any insurance company or other person files an application for insurance or statement of claim containing any materially false information or conceals for the purpose of misleading, information concerning any fact material thereto commits a fraudulent insurance act, which is a crime and subjects such person to criminal and civil penalties.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5147,D,Puerto Rico →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5148,D,Rhode Island,,,,,,Any person who knowingly presents a false or fraudulent claim for payment of a loss or benefit or knowingly presents false information in an application for insurance is guilty of a crime and may be subject to fines and confinement in prison.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5149,D,South Carolina →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
515,D,South Dakota →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5151,D,Tennessee,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5152,D,Texas →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5153,D,Utah →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5154,D,Vermont →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5155,D,Virginia,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5156,D,Washington,,,,,,"It is a crime to knowingly provide false, incomplete, or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines, and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5157,D,West Virginia,,,,,,Any person who knowingly presents a false or fraudulent claim for payment of a loss or benefit or knowingly presents false information in an application for insurance is guilty of a crime and may be subject to fines and confinement in prison.,button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5158,D,Wisconsin →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
5159,D,Wyoming →  Generic,,,,,,"It is a crime to knowingly provide false, incomplete or misleading information to an insurance company for the purpose of defrauding the company. Penalties include imprisonment, fines and denial of insurance benefits.",button,<<fal fa-check>> OK~4402,1,disable_input,,,,,,,,,,,,,
